Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min Nitrate N + Nitrite N,Min Fecal Coliform,Min Total Coliform
LAKE,ODISHA,18,4,6.6,108,0.6,0.02,110,220
LAKE,ODISHA,19,4.6,6.9,112,0.5,0.02,20,110
LAKE,ODISHA,18,4.8,6.6,90,0.6,0.02,45,170
POND,ODISHA,20,6.4,6.8,208,1.3,0.02,20,490
POND,ODISHA,22,4.5,7.9,461,2.3,0.02,2,20
POND,ODISHA,23,2.8,7.7,513,3.7,0.23,2,36
POND,ODISHA,20,3.1,7.4,267,3.5,0.02,2,78
POND,ODISHA,22,2.9,7.9,424,3.6,0.02,2,2
POND,ODISHA,15,3.5,7.2,288,3.3,0.19,2,45
POND,ODISHA,16,5.4,7.1,176,0.9,0.02,220,790
POND,ODISHA,19,2.8,7.3,246,2,0.02,220,790
LAKE,PUDUCHERRY,27,5.2,7.2,182,0.8,0.05,13,23
LAKE,PUDUCHERRY,28,4,6.9,287,1,0.02,240,1600
LAKE,PUDUCHERRY,13,5.1,7.2,218,1.5,0.03,2,1600
LAKE,PUNJAB,11,6.5,7.4,207,1.1,0.5,110,700
LAKE,PUNJAB,12,7,7.5,204,1.1,0.6,140,1000
LAKE,PUNJAB,6,0.3,7.5,138,0.1,0.1,11,61
LAKE,RAJASTHAN,23,6.9,8.0,420,1.2,1.68,21,28
LAKE,RAJASTHAN,20,5.1,7.6,1060,1.2,1.66,64,120
LAKE,RAJASTHAN,21,1.2,7.7,190,1.5,1.55,14,28
LAKE,RAJASTHAN,14,3.4,7.8,230,0.7,1.14,39,75
LAKE,RAJASTHAN,20,1.6,7.9,310,1.1,0.92,39,75
LAKE,RAJASTHAN,20,5.2,7.0,210,0.6,0.08,14,21
LAKE,RAJASTHAN,22,5.1,8.1,560,0.8,1.54,64,120
LAKE,RAJASTHAN,19,1,7.6,430,1.6,2.07,75,150
LAKE,RAJASTHAN,20,4.8,7.9,390,1,1.25,14,21
LAKE,RAJASTHAN,20,3,8.0,690,1.4,1.35,64,120
LAKE,RAJASTHAN,20,3.2,7.9,540,1.1,1.56,93,150
POND,RAJASTHAN,24,7.2,7.9,360,1,1.02,20,39
LAKE,TAMIL NADU,18,6,6.0,68,2,0.32,36,60
LAKE,TAMIL NADU,17,4.6,6.7,345,2,0.04,12,34
LAKE,TAMIL NADU,20,5.9,6.5,286,0.1,0.22,25,120
LAKE,TAMIL NADU,23,5.7,7.9,454,0.1,0.15,31,70
LAKE,TAMIL NADU,26,5,7.2,358,2,0.32,2,2
LAKE,TAMIL NADU,26,4.9,7.0,340,1,0.14,2,2
LAKE,TAMIL NADU,26,5,7.2,836,1,0.32,2,40
LAKE,TAMIL NADU,26,4.8,7.3,13010,2,0.32,2,2
LAKE,TELANGANA,25,0.4,6.9,1066,8,2.59,14,350
LAKE,TELANGANA,26,0.1,6.8,1070,8,0.1,8,31
LAKE,TELANGANA,27,4,7.2,272,2.1,0.29,2,5
LAKE,TELANGANA,22,0.1,7.1,1084,2.7,0.7,2,2
LAKE,TELANGANA,26,0.1,6.9,1048,6,1.1,2,220
LAKE,TELANGANA,26,0.1,7.0,1072,12,3.9,2,110
LAKE,TELANGANA,27,5.8,7.4,155,2.1,0.01,2,2
LAKE,TELANGANA,26,4.2,6.9,408,2,0.4,2,18
LAKE,TELANGANA,26,0.1,7.1,1066,6,1.64,2,79
LAKE,TELANGANA,26,0.1,6.9,840,4,0.4,2,20
LAKE,TELANGANA,25,0.1,6.9,816,6,2.04,8,26
LAKE,TELANGANA,24,0.1,6.9,928,10,0.7,17,230
LAKE,TELANGANA,26,0.3,7.0,1080,8,1.18,14,280
LAKE,TELANGANA,25,0.1,7.0,1160,2.9,1.4,2,74
LAKE,TELANGANA,27,0.1,6.7,712,4,0.3,4,180
LAKE,TELANGANA,23,0.1,7.1,645,2.6,1,2,74
LAKE,TELANGANA,26,0.1,6.8,1081,8,3.4,2,63
LAKE,TELANGANA,26,0.1,6.9,1105,8,1,2,49
LAKE,TELANGANA,20,0.1,6.7,1122,6,3.1,12,120
LAKE,TELANGANA,27,0.1,6.9,474,2.2,0.3,2,70
LAKE,TELANGANA,22,0.1,7.2,887,4,1,4,84
LAKE,TELANGANA,18,0.1,6.9,685,6,0.8,4,110
LAKE,TELANGANA,19,0.3,7.3,729,4,1.2,2,84
LAKE,TELANGANA,26,0.1,6.9,1216,7,1.8,2,63
LAKE,TELANGANA,26,0.1,6.9,1267,7,2.1,2,110
LAKE,TELANGANA,19,0.1,7.0,1220,8,0.8,5,33
LAKE,TELANGANA,22,0.1,6.8,1546,10,2.4,8,110
LAKE,TELANGANA,28,5.5,6.5,98,2,0.36,2,20
LAKE,TELANGANA,27,4.4,7.6,175,2,0.1,2,14
LAKE,TELANGANA,27,0.1,7.2,808,3,0.3,18,140
LAKE,TELANGANA,27,2.2,7.3,420,2.2,0.2,2,27
LAKE,TELANGANA,17,5.2,6.8,158,2.2,2.1,3,170
LAKE,TELANGANA,17,5.2,6.8,242,2.4,2.16,3,170
LAKE,TELANGANA,18,5.7,6.6,238,2.8,1.49,3,33
LAKE,TELANGANA,18,5.8,6.6,345,2.2,4.2,4,110
LAKE,TELANGANA,24,6.5,6.9,154,2.1,1.24,2,6
LAKE,TELANGANA,26,0.1,6.8,942,8,2.01,2,110
LAKE,TELANGANA,22,0.1,6.8,1034,6,0.8,2,220
LAKE,TELANGANA,19,0.1,6.8,966,5,1.2,8,150
LAKE,TELANGANA,25,0.1,6.8,1043,10,2.9,2,13
LAKE,TELANGANA,26,0.1,7.0,1146,9,1.9,2,63
LAKE,TELANGANA,25,1.2,6.6,388,2.1,0.3,2,28
LAKE,TELANGANA,20,0.1,6.8,1172,5,1.62,2,94
LAKE,TELANGANA,22,2.1,7.2,1132,8,13,13,49
LAKE,TELANGANA,26,0.1,7.0,1700,10,5,11,130
POND,TELANGANA,26,0.3,7.6,1499,10,1.9,2,8
POND,TELANGANA,28,0.1,6.8,2491,21,1.9,2,18
POND,TELANGANA,27,4.2,7.5,350,2.1,0.6,2,6
POND,TELANGANA,18,0.1,6.3,1409,51,0.64,2,28
POND,TELANGANA,27,0.1,7.1,814,6,0.2,2,140
POND,TELANGANA,26,0.1,7.1,914,12,0.2,12,210
POND,TELANGANA,26,0.1,6.8,762,5,0.8,2,140
POND,TELANGANA,26,0.1,7.0,994,8,1.57,2,230
POND,TELANGANA,27,0.1,7.0,1139,8,1.2,15,210
POND,TELANGANA,26,0.1,7.0,998,8,1.5,22,350
POND,TELANGANA,28,0.3,7.5,1498,15,2.83,-,-
POND,TELANGANA,27,3.4,7.4,480,2.3,0.5,2,18
POND,TELANGANA,25,0.8,6.9,600,3,1.2,2,21
TANK,TELANGANA,27,5.6,7.5,187,2,0.3,2,4
TANK,TELANGANA,16,5.6,7.0,408,3,2.14,2,27
TANK,TELANGANA,17,5.6,6.9,773,3.8,6.19,2,13
TANK,TELANGANA,18,4.9,6.7,1120,4,8.11,2,16
TANK,TELANGANA,27,0.1,6.8,1670,16,0.5,2,14
TANK,TELANGANA,21,4.1,6.9,2080,3,12.18,2,8
TANK,TELANGANA,25,0.1,7.0,1270,16,1.6,14,350
TANK,TELANGANA,18,4.2,6.9,319,2,0.3,2,24
TANK,TELANGANA,27,0.1,6.9,481,2.1,0.8,2,63
TANK,TELANGANA,18,5,7.1,495,3,0.32,2,25
TANK,TELANGANA,27,2,7.1,951,4,4,14,320
TANK,TELANGANA,26,2.1,7.1,1079,12,4,20,280
TANK,TELANGANA,26,4.8,6.9,660,2,0.2,2,6
TANK,TELANGANA,30,0.3,6.9,1246,8,1.2,2,33
TANK,TELANGANA,21,0.9,7.1,1391,2.1,6.9,2,2
TANK,TELANGANA,21,5,7.0,234,2.1,2.16,2,2
TANK,TELANGANA,24,5.8,7.0,323,2.1,2.08,2,2
TANK,TELANGANA,21,4,6.3,2600,6,13.31,2,2
TANK,TELANGANA,25,0.1,6.9,1158,6,0.5,5,170
TANK,TELANGANA,21,5,6.9,685,3.4,1.28,2,92
TANK,TELANGANA,17,5,6.7,448,2.8,3.13,3,33
TANK,TELANGANA,23,4.9,7.2,249,2.8,3.1,2,17
TANK,TELANGANA,19,4.5,6.9,725,2.8,7.17,2,20
TANK,TELANGANA,16,4.6,6.6,610,3,4.12,2,20
TANK,TELANGANA,18,3.5,6.7,1328,4.2,8.39,2,24
TANK,TELANGANA,18,6,6.8,420,2.4,4.11,2,47
TANK,TELANGANA,20,5.4,6.8,405,3,2.1,2,31
TANK,TELANGANA,19,4.7,7.2,5500,7,23.3,2,70
TANK,TELANGANA,25,1,7.4,527,2.2,0.3,2,28
TANK,TELANGANA,27,0.1,6.8,698,4,0.6,2,14
TANK,TELANGANA,27,0.1,7.2,644,3.8,0.3,8,73
TANK,TELANGANA,18,5,6.7,715,2.6,6.1,2,20
TANK,TELANGANA,26,0.1,7.1,434,4,0.88,2,58
TANK,TELANGANA,25,0.1,6.7,1296,6,0.62,2,130
TANK,TELANGANA,22,0.1,7.1,1326,14,1.4,17,320
TANK,TELANGANA,27,0.1,6.9,573,6,0.3,2,130
LAKE,TRIPURA,23,5.7,7.0,126,0.9,0.3,15,47
LAKE,TRIPURA,22,5.1,6.7,118,1,0.78,25,94
LAKE,TRIPURA,22,5.4,6.8,124,0.1,0.69,17,63
LAKE,TRIPURA,22,5,6.9,116,0.1,0.31,15,84
LAKE,TRIPURA,23,5.2,6.3,106,0.7,0.3,15,58
LAKE,TRIPURA,22,5.8,6.7,109,0.5,0.27,17,58
LAKE,TRIPURA,22,5.3,6.8,121,0.1,0.27,17,84
LAKE,TRIPURA,22,5.6,6.7,117,0.3,0.32,17,58
POND,TRIPURA,13,5,6.4,119,0.6,0.7,17,47
POND,TRIPURA,22,6,6.9,122,0.6,0.68,17,58
POND,TRIPURA,22,6,6.5,123,0.7,0.68,25,94
POND,TRIPURA,22,6.1,7.0,127,0.1,0.46,15,48
POND,TRIPURA,22,5.9,6.7,106,0.6,0.55,17,41
POND,TRIPURA,22,5.3,6.5,127,1.1,0.48,15,41
POND,TRIPURA,22,5,6.4,128,0.1,0.43,12,40
POND,TRIPURA,22,5.1,6.6,114,2.1,0.68,32,110
POND,TRIPURA,22,6,6.1,119,0.1,0.75,15,46
POND,TRIPURA,23,5.5,6.5,127,0.5,0.31,15,40
LAKE,"UTTAR 
PRADESH",14,6.2,8.0,426,4.8,-,18000,30000
LAKE,"UTTAR 
PRADESH",21,0.3,7.8,259,4,0.78,3900,5100
POND,"UTTAR 
PRADESH",18,1.3,7.7,1170,26,-,1400,21000
POND,"UTTAR 
PRADESH",17,1.3,7.3,1012,36,-,2100,35000
LAKE,UTTARAKHAND,10,6.8,7.2,330,1,-,415,620
LAKE,UTTARAKHAND,12,6.6,7.3,160,1,-,220,350
LAKE,WEST BENGAL,19,4.8,6.9,299,1.1,0.99,450,1300
LAKE,WEST BENGAL,24,4.8,7.9,607,4,0.33,200,400
LAKE,WEST BENGAL,24,4.5,7.9,604,3.5,0.36,4000,8000
LAKE,WEST BENGAL,24,5.5,8.1,615,2.2,0.37,200,400
LAKE,WEST BENGAL,16,6.4,6.7,39,1.2,0.3,2100,7000
LAKE,WEST BENGAL,8,5.4,6.5,18,1,0.3,90,170
LAKE,WEST BENGAL,7,7,6.9,13,1,0.3,80,110
LAKE,WEST BENGAL,3,7.1,6.9,12,1,0.3,70,120
LAKE,WEST BENGAL,19,7.9,6.9,122,1.4,0.3,450,830
LAKE,WEST BENGAL,18,8.5,7.3,314,2.9,0.3,2500,3800
LAKE,WEST BENGAL,19,6.7,7.1,32,1.4,0.3,90,700
LAKE,WEST BENGAL,4,7.1,7.1,14,1,0.3,70,170
LAKE,WEST BENGAL,4,6.9,6.8,10,1,0.3,60,110
