Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min Nitrate N + Nitrite N,Min Fecal Coliform,Min Total Coliform
TANK,TELANGANA,26.0,0.1,6.9,912.0,12.0,0.0,2.0,56
TANK,TELANGANA,28.0,4.2,7.1,773.0,4.0,0.0,7.0,38
TANK,TELANGANA,27.0,3.2,7.5,456.0,2.0,0.0,9.0,15
TANK,TELANGANA,28.0,0.0,7.1,1424.0,19.0,10.4,11.0,26
TANK,TELANGANA,24.0,5.7,6.9,3640.0,7.0,10.5,2.0,9
TANK,TELANGANA,23.0,4.4,0.9,667.0,5.0,7.5,2.0,35
TANK,TELANGANA,21.0,6.5,7.3,667.0,4.0,4.1,2.0,32
TANK,TELANGANA,23.0,2.5,6.6,4760.0,18.0,20.3,4.0,100
TANK,TELANGANA,26.0,0.0,6.9,146.0,20.0,4.0,2.0,23
TANK,TELANGANA,26.0,0.0,7.2,1204.0,14.0,0.3,2.0,19
TANK,TELANGANA,25.0,6.2,6.9,1077.0,6.0,20.4,6.0,79
TANK,TELANGANA,24.0,6.5,7.0,1030.0,5.0,10.3,2.0,27
TANK,TELANGANA,23.0,5.2,5.5,1138.0,4.0,0.0,2.0,25
TANK,TELANGANA,25.0,5.6,6.5,1692.0,4.0,20.5,3.0,38
TANK,TELANGANA,25.0,4.2,7.2,1442.0,3.2,0.0,2.0,26
TANK,TELANGANA,24.0,2.5,6.7,5930.0,3.0,38.9,2.0,70
TANK,TELANGANA,24.0,6.6,6.9,1065.0,4.0,30.3,2.0,29
TANK,TELANGANA,25.0,6.1,7.2,1640.0,4.8,16.6,2.0,36
TANK,TELANGANA,25.0,2.6,6.9,909.0,10.0,2.0,2.0,69
TANK,TELANGANA,25.0,1.6,6.9,1012.0,6.0,2.1,2.0,94
TANK,TELANGANA,25.0,2.1,7.4,1014.0,8.0,0.6,2.0,32
TANK,TELANGANA,21.0,3.2,6.6,2071.0,7.0,22.5,2.0,36
LAKE,TRIPURA,20.5,6.3,6.9,71.0,0.2,0.2,110.0,220
LAKE,TRIPURA,20.5,5.9,6.1,107.0,0.6,0.3,110.0,210
LAKE,TRIPURA,20.5,6.1,6.3,61.0,0.2,0.2,94.0,210
LAKE,TRIPURA,24.0,7.1,7.2,122.0,0.8,0.4,110.0,220
LAKE,TRIPURA,24.0,7.3,7.1,110.0,0.7,0.3,130.0,240
POND,TRIPURA,20.0,5.1,6.8,69.0,0.2,0.1,110.0,210
POND,TRIPURA,20.5,5.2,6.7,72.0,0.2,0.2,110.0,220
POND,TRIPURA,21.0,6.5,7.0,86.0,0.4,0.2,140.0,220
POND,TRIPURA,21.0,6.9,7.0,73.0,0.2,0.1,110.0,220
POND,TRIPURA,21.0,6.7,6.8,82.0,0.2,0.2,110.0,220
POND,TRIPURA,24.0,5.5,6.3,110.0,0.6,0.3,120.0,220
POND,TRIPURA,24.5,6.2,7.3,122.0,0.5,0.3,120.0,220
POND,TRIPURA,24.5,7.6,6.8,132.0,0.8,0.4,130.0,240
POND,TRIPURA,23.5,7.1,7.0,106.0,0.5,0.3,110.0,220
POND,TRIPURA,24.5,6.6,6.4,109.0,0.4,0.4,150.0,220
LAKE,UTTARAKHAND,7.0,6.6,7.3,440.0,1.2,0.0,26.0,2
LAKE,UTTARAKHAND,8.0,6.8,7.2,160.0,1.2,0.0,26.0,2
LAKE,WEST BENGAL,9.0,7.1,7.1,24.0,0.6,0.1,110.0,260
LAKE,WEST BENGAL,2.0,7.2,7.0,11.0,0.8,0.0,90.0,140
