Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min_Nitrate_Nitrite,Min Fecal Coliform,Min Total Coliform,Year,Toilet_Access,Open_Defecation,Rainfall
LAKE,KARNATAKA,20,BDL,7.4,746,10.4,2.8,1100,7000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,20,0,7.3,936,12,3.1,1700,6300,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,20,0,7.3,936,12,3.1,1700,6300,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,20,0,7.3,936,12,3.1,1700,6300,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,20,BDL,6.7,552,3.8,1.5,1100,5800,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,20,BDL,6.7,552,3.8,1.5,1100,5800,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,20,BDL,6.7,552,3.8,1.5,1100,5800,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,7.2,4,7.3,585,3,1.28,920,4100,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,7.2,4,7.3,585,3,1.28,920,4100,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,7.2,4,7.3,585,3,1.28,920,4100,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,26,0.6,6.6,395,4,0.45,2100,16000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,0.6,6.6,395,4,0.45,2100,16000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,26,0.6,6.6,395,4,0.45,2100,16000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,3,6.4,190,3,0.47,700,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,3,6.4,190,3,0.47,700,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,24,3,6.4,190,3,0.47,700,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,2,6.2,387,3,0.6,480,1600,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,2,6.2,387,3,0.6,480,1600,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,24,2,6.2,387,3,0.6,480,1600,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,20,0.5,6.8,2,7,1,4600,35000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,20,0.5,6.8,2,7,1,4600,35000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,20,0.5,6.8,2,7,1,4600,35000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,26,0.6,6.7,995,5,0.7,700,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,0.6,6.7,995,5,0.7,700,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,26,0.6,6.7,995,5,0.7,700,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,2.5,6.7,541,4,0.7,460,3500,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,2.5,6.7,541,4,0.7,460,3500,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,2.5,6.7,541,4,0.7,460,3500,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,2.1,6.6,704,7,0.9,470,3500,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,2.1,6.6,704,7,0.9,470,3500,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,23,2.1,6.6,704,7,0.9,470,3500,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,26,0.6,6.8,1304,4,0.9,4800,35000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,0.6,6.8,1304,4,0.9,4800,35000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,26,0.6,6.8,1304,4,0.9,4800,35000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,26,1.5,6.9,710,5,0.38,840,9200,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,1.5,6.9,710,5,0.38,840,9200,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,26,1.5,6.9,710,5,0.38,840,9200,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,26,3.8,6.7,677,4,0.52,700,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,3.8,6.7,677,4,0.52,700,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,26,3.8,6.7,677,4,0.52,700,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,28,2.2,6.9,13,5,1.23,630,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,28,2.2,6.9,13,5,1.23,630,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,28,2.2,6.9,13,5,1.23,630,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,28,6.2,7.7,436,3,2.74,8400,92000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,28,6.2,7.7,436,3,2.74,8400,92000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,28,6.2,7.7,436,3,2.74,8400,92000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,26,1.7,6.7,687,4,1.12,460,3500,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,1.7,6.7,687,4,1.12,460,3500,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,26,1.7,6.7,687,4,1.12,460,3500,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,26,2.8,6.8,800,6,0.6,480,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,2.8,6.8,800,6,0.6,480,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,26,2.8,6.8,800,6,0.6,480,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,26,1,7,900,5,1.67,940,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,26,1,7,900,5,1.67,940,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,26,1,7,900,5,1.67,940,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,27,1.3,6.8,839,7.8,1.2,460,3500,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,27,1.3,6.8,839,7.8,1.2,460,3500,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,27,1.3,6.8,839,7.8,1.2,460,3500,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,3.2,6.5,591,3,0.18,3100,35000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,3.2,6.5,591,3,0.18,3100,35000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,24,3.2,6.5,591,3,0.18,3100,35000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,4,6.2,449,3,0.31,630,9200,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,25,4,6.2,449,3,0.31,630,9200,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,25,4,6.2,449,3,0.31,630,9200,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,27,0.5,6.5,782,6,0.51,2800,16000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,27,0.5,6.5,782,6,0.51,2800,16000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,27,0.5,6.5,782,6,0.51,2800,16000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,0.5,6.5,638,4,0.44,460,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,25,0.5,6.5,638,4,0.44,460,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,25,0.5,6.5,638,4,0.44,460,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,BDL,6.6,428,36,BDL,460,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,BDL,6.6,428,36,BDL,460,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,BDL,6.6,428,36,BDL,460,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,2.5,7.8,654,4,BDL,470,3500,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,2.5,7.8,654,4,BDL,470,3500,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,23,2.5,7.8,654,4,BDL,470,3500,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,21,4.4,6.5,120,2,0.02,940,9200,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,21,4.4,6.5,120,2,0.02,940,9200,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,21,4.4,6.5,120,2,0.02,940,9200,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,1.4,6.5,689,6,0.27,460,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,1.4,6.5,689,6,0.27,460,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,1.4,6.5,689,6,0.27,460,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,0.3,8,388,1.1,0,220,900,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,0.3,8,388,1.1,0,220,900,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,24,0.3,8,388,1.1,0,220,900,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,6.4,7.3,260,1.1,0,280,1600,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,6.4,7.3,260,1.1,0,280,1600,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,6.4,7.3,260,1.1,0,280,1600,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,6.2,6.9,394,3.6,0.49,70,550,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,6.2,6.9,394,3.6,0.49,70,550,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,23,6.2,6.9,394,3.6,0.49,70,550,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,0.5,6.4,577,5,1.9,6300,54000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,0.5,6.4,577,5,1.9,6300,54000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,0.5,6.4,577,5,1.9,6300,54000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,0.6,6.8,1150,7,0.36,4800,35000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,0.6,6.8,1150,7,0.36,4800,35000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,0.6,6.8,1150,7,0.36,4800,35000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,3,6.5,260,3,0.38,260,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,3,6.5,260,3,0.38,260,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,3,6.5,260,3,0.38,260,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,0.6,5.2,510,3,1.58,700,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,0.6,5.2,510,3,1.58,700,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,0.6,5.2,510,3,1.58,700,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,5.2,5.7,289,3,1,70,540,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,5.2,5.7,289,3,1,70,540,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,24,5.2,5.7,289,3,1,70,540,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,25,3,6.5,258,3,1.94,630,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,25,3,6.5,258,3,1.94,630,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,25,3,6.5,258,3,1.94,630,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,4,6.8,389,4,1.2,410,3500,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,4,6.8,389,4,1.2,410,3500,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,24,4,6.8,389,4,1.2,410,3500,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,0.6,6.6,786,6,2,700,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,0.6,6.6,786,6,2,700,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,23,0.6,6.6,786,6,2,700,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,20,0.5,6.6,481,3,1.22,940,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,20,0.5,6.6,481,3,1.22,940,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,20,0.5,6.6,481,3,1.22,940,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24,0.2,6.5,820,5,1.6,4600,35000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24,0.2,6.5,820,5,1.6,4600,35000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,24,0.2,6.5,820,5,1.6,4600,35000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22.7,4.8,7.1,467,3,0.72,460,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22.7,4.8,7.1,467,3,0.72,460,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22.7,4.8,7.1,467,3,0.72,460,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23.4,4.9,7.7,604,1,0.8,460,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23.4,4.9,7.7,604,1,0.8,460,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,23.4,4.9,7.7,604,1,0.8,460,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22.3,1,6.7,834,3,1,630,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22.3,1,6.7,834,3,1,630,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22.3,1,6.7,834,3,1,630,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,24.3,1,6.4,453,3,0.5,4600,54000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,24.3,1,6.4,453,3,0.5,4600,54000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,24.3,1,6.4,453,3,0.5,4600,54000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23.4,4.4,6.9,300,3,0.32,840,9200,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23.4,4.4,6.9,300,3,0.32,840,9200,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,23.4,4.4,6.9,300,3,0.32,840,9200,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,23,0.9,6.3,625,8,1.5,460,5400,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,23,0.9,6.3,625,8,1.5,460,5400,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,23,0.9,6.3,625,8,1.5,460,5400,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,0.5,6.3,802,9,0.8,460,3500,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,0.5,6.3,802,9,0.8,460,3500,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,0.5,6.3,802,9,0.8,460,3500,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,22,0.5,6.5,392,3,2.7,2800,16000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,22,0.5,6.5,392,3,2.7,2800,16000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,22,0.5,6.5,392,3,2.7,2800,16000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,28,5.7,7.8,484,3,2.88,1400,9200,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,28,5.7,7.8,484,3,2.88,1400,9200,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,28,5.7,7.8,484,3,2.88,1400,9200,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,28,2.8,7.8,805,8.4,1.31,8400,92000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,28,2.8,7.8,805,8.4,1.31,8400,92000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,28,2.8,7.8,805,8.4,1.31,8400,92000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,28,4.5,7.5,985,7.3,1.4,4600,35000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,28,4.5,7.5,985,7.3,1.4,4600,35000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,28,4.5,7.5,985,7.3,1.4,4600,35000,2019,85.0,15.1,114.7101609431186
LAKE,KARNATAKA,28,4,7.7,399,18,2,7000,54000,2019,51.2,48.8,114.7101609431186
LAKE,KARNATAKA,28,4,7.7,399,18,2,7000,54000,2019,28.4,71.6,114.7101609431186
LAKE,KARNATAKA,28,4,7.7,399,18,2,7000,54000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22,6.8,7.5,286,2.1,0,36,148,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,6.8,7.5,286,2.1,0,36,148,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22,6.8,7.5,286,2.1,0,36,148,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,26,6.8,8.7,498,16,0.13,13000,35000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,26,6.8,8.7,498,16,0.13,13000,35000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,26,6.8,8.7,498,16,0.13,13000,35000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22,5.6,6.9,290,2.3,0,46,138,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,5.6,6.9,290,2.3,0,46,138,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22,5.6,6.9,290,2.3,0,46,138,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,28,6.2,6.8,140,3,0.1,11,14,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,28,6.2,6.8,140,3,0.1,11,14,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,28,6.2,6.8,140,3,0.1,11,14,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,19,4,7.4,445,3,0.49,790,4000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,19,4,7.4,445,3,0.49,790,4000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,19,4,7.4,445,3,0.49,790,4000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,28,1.2,6.8,553,5,1.07,460,3500,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,28,1.2,6.8,553,5,1.07,460,3500,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,28,1.2,6.8,553,5,1.07,460,3500,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,26,4,7,355,3,0.72,630,5400,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,26,4,7,355,3,0.72,630,5400,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,26,4,7,355,3,0.72,630,5400,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,26,1.5,7.1,411,3,0,630,5400,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,26,1.5,7.1,411,3,0,630,5400,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,26,1.5,7.1,411,3,0,630,5400,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,23,1.5,6.3,446,4,1.3,9400,92000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,1.5,6.3,446,4,1.3,9400,92000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,23,1.5,6.3,446,4,1.3,9400,92000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22,4.2,6.4,225,3,0.13,3300,35000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,4.2,6.4,225,3,0.13,3300,35000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22,4.2,6.4,225,3,0.13,3300,35000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22,0.5,6.6,351,0.6,0.5,940,5400,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,0.5,6.6,351,0.6,0.5,940,5400,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22,0.5,6.6,351,0.6,0.5,940,5400,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22,0.5,6.5,332,3,0.8,4700,35000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,0.5,6.5,332,3,0.8,4700,35000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22,0.5,6.5,332,3,0.8,4700,35000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,20,0.5,6.6,1086,7,2,630,9200,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,20,0.5,6.6,1086,7,2,630,9200,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,20,0.5,6.6,1086,7,2,630,9200,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,21,2.1,6.6,703,4,1,1200,9200,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,21,2.1,6.6,703,4,1,1200,9200,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,21,2.1,6.6,703,4,1,1200,9200,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,26,2.7,7.3,1014,4,2,480,3500,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,26,2.7,7.3,1014,4,2,480,3500,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,26,2.7,7.3,1014,4,2,480,3500,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22,4.3,6.5,631,5,1.3,460,5400,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,4.3,6.5,631,5,1.3,460,5400,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22,4.3,6.5,631,5,1.3,460,5400,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22,0.3,6.5,285,2,0.3,380,3500,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,0.3,6.5,285,2,0.3,380,3500,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22,0.3,6.5,285,2,0.3,380,3500,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,25,2.5,6.8,728,4.8,1.6,2800,16000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,2.5,6.8,728,4.8,1.6,2800,16000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,25,2.5,6.8,728,4.8,1.6,2800,16000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,23,5.1,6.7,727,3,1.6,700,5400,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23,5.1,6.7,727,3,1.6,700,5400,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,23,5.1,6.7,727,3,1.6,700,5400,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,24,3,6.5,480,3,0.48,630,3500,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24,3,6.5,480,3,0.48,630,3500,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,24,3,6.5,480,3,0.48,630,3500,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,25,0.6,7,516,3,0.56,580,9200,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,0.6,7,516,3,0.56,580,9200,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,25,0.6,7,516,3,0.56,580,9200,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,25,0.5,6.6,512,6,0,940,5400,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,0.5,6.6,512,6,0,940,5400,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,25,0.5,6.6,512,6,0,940,5400,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,24,1.8,6.2,315,3,0.04,700,5400,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24,1.8,6.2,315,3,0.04,700,5400,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,24,1.8,6.2,315,3,0.04,700,5400,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,23.7,3.2,6.5,358,3,0.1,940,9200,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,23.7,3.2,6.5,358,3,0.1,940,9200,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,23.7,3.2,6.5,358,3,0.1,940,9200,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,21.4,0.3,6.8,712,4,0.7,4300,35000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,21.4,0.3,6.8,712,4,0.7,4300,35000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,21.4,0.3,6.8,712,4,0.7,4300,35000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,25,1.6,6.9,708,6,0.7,1400,9200,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,1.6,6.9,708,6,0.7,1400,9200,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,25,1.6,6.9,708,6,0.7,1400,9200,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,25,4,6.7,175,3,0.72,1100,9200,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,25,4,6.7,175,3,0.72,1100,9200,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,25,4,6.7,175,3,0.72,1100,9200,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22.3,2.6,6.3,460,4,0.9,4700,35000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22.3,2.6,6.3,460,4,0.9,4700,35000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22.3,2.6,6.3,460,4,0.9,4700,35000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22.8,3.8,6.6,410,3,0.4,630,5400,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22.8,3.8,6.6,410,3,0.4,630,5400,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22.8,3.8,6.6,410,3,0.4,630,5400,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,24,4.8,6.8,627,3,1.2,1700,16000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,24,4.8,6.8,627,3,1.2,1700,16000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,24,4.8,6.8,627,3,1.2,1700,16000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,26,2.3,6.5,286,3,3.4,12000,92000,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,26,2.3,6.5,286,3,3.4,12000,92000,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,26,2.3,6.5,286,3,3.4,12000,92000,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,22,5,6.5,164,3,0.02,630,5400,2019,51.2,48.8,114.7101609431186
TANK,KARNATAKA,22,5,6.5,164,3,0.02,630,5400,2019,28.4,71.6,114.7101609431186
TANK,KARNATAKA,22,5,6.5,164,3,0.02,630,5400,2019,85.0,15.1,114.7101609431186
TANK,KARNATAKA,23,0.8,6.6,437,3,0.61,2600,35000,2019,51.2,48.8,114.7101609431186
